Date,Price,Open,High,Low,per_change
2-Feb-16,1.0919,1.0892,1.0944,1.0886,0.0028
3-Feb-16,1.1104,1.0917,1.1146,1.0903,0.0169
4-Feb-16,1.1208,1.1104,1.124,1.107,0.0094
5-Feb-16,1.1159,1.1209,1.1246,1.111,-0.0044
8-Feb-16,1.1198,1.1159,1.1218,1.1087,0.0035
9-Feb-16,1.1293,1.1197,1.1339,1.1163,0.0085
10-Feb-16,1.129,1.1292,1.1311,1.1159,-0.0003
11-Feb-16,1.1324,1.1292,1.1378,1.1274,0.003
12-Feb-16,1.126,1.1328,1.1335,1.1215,-0.0057
15-Feb-16,1.1155,1.1251,1.1253,1.1127,-0.0093
16-Feb-16,1.1144,1.1155,1.1196,1.1123,-0.001
17-Feb-16,1.1128,1.1143,1.118,1.1104,-0.0014
18-Feb-16,1.1107,1.113,1.1153,1.1072,-0.0019
19-Feb-16,1.1134,1.1107,1.114,1.1067,0.0024
22-Feb-16,1.1029,1.1128,1.1137,1.1003,-0.0094
23-Feb-16,1.102,1.1031,1.1055,1.0991,-0.0008
24-Feb-16,1.1013,1.1019,1.1047,1.0957,-0.0006
25-Feb-16,1.1023,1.1014,1.1052,1.0987,0.0009
26-Feb-16,1.0934,1.102,1.1071,1.0913,-0.0081
29-Feb-16,1.0873,1.0932,1.0964,1.0858,-0.0056
1-Mar-16,1.0867,1.0873,1.0896,1.0835,-0.0006
2-Mar-16,1.0868,1.0868,1.0881,1.0825,0.0001
3-Mar-16,1.0957,1.0867,1.0974,1.0853,0.0082
4-Mar-16,1.1004,1.0958,1.1045,1.0903,0.0043
7-Mar-16,1.1014,1.1008,1.1027,1.094,0.0009
8-Mar-16,1.1011,1.1014,1.1059,1.0992,-0.0003
9-Mar-16,1.0999,1.1012,1.1037,1.0946,-0.0011
10-Mar-16,1.1177,1.0998,1.1218,1.0821,0.0162
11-Mar-16,1.1153,1.1177,1.1212,1.1081,-0.0021
14-Mar-16,1.1106,1.1151,1.1177,1.1076,-0.0042
15-Mar-16,1.1109,1.11,1.1125,1.1071,0.0003
16-Mar-16,1.1225,1.111,1.1245,1.1058,0.0104
17-Mar-16,1.1319,1.1224,1.1344,1.1205,0.0084
18-Mar-16,1.127,1.1319,1.1339,1.1257,-0.0043
21-Mar-16,1.1241,1.127,1.1286,1.1235,-0.0026
22-Mar-16,1.1217,1.1245,1.1263,1.119,-0.0021
23-Mar-16,1.1184,1.1218,1.1224,1.1158,-0.0029
24-Mar-16,1.1174,1.1179,1.1188,1.1143,-0.0009
25-Mar-16,1.1166,1.1176,1.1189,1.1153,-0.0007
28-Mar-16,1.1196,1.1164,1.1221,1.1154,0.0027
29-Mar-16,1.1291,1.1198,1.1305,1.1168,0.0085
30-Mar-16,1.1338,1.129,1.1366,1.1281,0.0042
31-Mar-16,1.138,1.1338,1.1413,1.1309,0.0037
1-Apr-16,1.1387,1.138,1.1439,1.1334,0.0006
4-Apr-16,1.1392,1.1393,1.1414,1.1357,0.0004
5-Apr-16,1.1384,1.1389,1.1406,1.1336,-0.0007
6-Apr-16,1.1399,1.1384,1.1434,1.1327,0.0013
7-Apr-16,1.1377,1.1398,1.1455,1.1337,-0.0019
8-Apr-16,1.1401,1.1379,1.1421,1.1349,0.0021
11-Apr-16,1.1408,1.1407,1.1448,1.1373,0.0006
12-Apr-16,1.1386,1.1408,1.1466,1.1347,-0.0019
13-Apr-16,1.1274,1.1385,1.1393,1.1266,-0.0098
14-Apr-16,1.1268,1.1274,1.1296,1.1234,-0.0005
15-Apr-16,1.1283,1.1271,1.132,1.1246,0.0013
18-Apr-16,1.1314,1.1297,1.1334,1.1274,0.0027
19-Apr-16,1.1358,1.1314,1.1387,1.1302,0.0039
20-Apr-16,1.1297,1.1356,1.1388,1.1288,-0.0054
21-Apr-16,1.1288,1.1297,1.1396,1.1272,-0.0008
22-Apr-16,1.1234,1.1291,1.1312,1.122,-0.0048
25-Apr-16,1.1266,1.1231,1.128,1.1216,0.0028
26-Apr-16,1.1299,1.1264,1.1339,1.1255,0.0029
27-Apr-16,1.1321,1.1298,1.1363,1.1274,0.0019
28-Apr-16,1.1353,1.132,1.137,1.1296,0.0028
29-Apr-16,1.1456,1.1354,1.1461,1.1335,0.0091
2-May-16,1.1532,1.1447,1.1539,1.1446,0.0066
3-May-16,1.1497,1.1533,1.1616,1.1495,-0.003
4-May-16,1.1487,1.1496,1.153,1.1467,-0.0009
5-May-16,1.1405,1.1486,1.1496,1.1385,-0.0071
6-May-16,1.1405,1.1408,1.1479,1.1387,0
9-May-16,1.1383,1.1401,1.1422,1.1375,-0.0019
10-May-16,1.1372,1.1385,1.1413,1.1361,-0.001
11-May-16,1.1427,1.1373,1.1448,1.1368,0.0048
12-May-16,1.1377,1.1426,1.1434,1.1368,-0.0044
13-May-16,1.1308,1.1378,1.1383,1.1284,-0.0061
16-May-16,1.132,1.1311,1.1345,1.1302,0.0011
17-May-16,1.1314,1.1321,1.135,1.1303,-0.0005
18-May-16,1.1217,1.1313,1.1327,1.1212,-0.0086
19-May-16,1.1203,1.1216,1.123,1.1179,-0.0012
20-May-16,1.1224,1.1204,1.1239,1.1194,0.0019
23-May-16,1.1219,1.1218,1.1246,1.1187,-0.0004
24-May-16,1.1141,1.1219,1.1228,1.113,-0.007
25-May-16,1.1155,1.1141,1.1169,1.1128,0.0013
26-May-16,1.1194,1.1154,1.1218,1.1144,0.0035
27-May-16,1.1115,1.1193,1.1201,1.1107,-0.0071
30-May-16,1.1146,1.1117,1.1148,1.1099,0.0028
31-May-16,1.1132,1.1138,1.1176,1.1123,-0.0013
1-Jun-16,1.1188,1.1133,1.1198,1.1114,0.005
2-Jun-16,1.1151,1.1189,1.1221,1.1142,-0.0033
3-Jun-16,1.1367,1.1152,1.1377,1.1136,0.0194
6-Jun-16,1.1355,1.1353,1.1396,1.1328,-0.0011
7-Jun-16,1.1358,1.1355,1.1382,1.1338,0.0003
8-Jun-16,1.1394,1.1358,1.1412,1.1349,0.0032
9-Jun-16,1.1316,1.1399,1.1417,1.1305,-0.0068
10-Jun-16,1.1251,1.1317,1.1329,1.1245,-0.0057
13-Jun-16,1.1292,1.1253,1.1304,1.1233,0.0036
14-Jun-16,1.1208,1.1293,1.1304,1.1188,-0.0074
15-Jun-16,1.1259,1.1205,1.1299,1.119,0.0046
16-Jun-16,1.1226,1.126,1.1298,1.1132,-0.0029
17-Jun-16,1.1277,1.1226,1.1299,1.1221,0.0045
20-Jun-16,1.1314,1.1285,1.1386,1.1284,0.0033
21-Jun-16,1.1242,1.1312,1.1351,1.1241,-0.0064
22-Jun-16,1.1297,1.1242,1.1339,1.1236,0.0049
23-Jun-16,1.1388,1.1298,1.1424,1.1297,0.0081
24-Jun-16,1.1117,1.1392,1.1434,1.0911,-0.0238
27-Jun-16,1.1026,1.1072,1.1087,1.0972,-0.0082
28-Jun-16,1.1066,1.1025,1.1112,1.1007,0.0036
29-Jun-16,1.1125,1.1065,1.1131,1.1048,0.0053
30-Jun-16,1.1105,1.1124,1.1157,1.1023,-0.0018
1-Jul-16,1.1136,1.1104,1.1169,1.107,0.0028
4-Jul-16,1.1156,1.1142,1.1166,1.1097,0.0018
5-Jul-16,1.1076,1.1154,1.1184,1.1059,-0.0072
6-Jul-16,1.1099,1.1075,1.1112,1.103,0.0021
7-Jul-16,1.1063,1.1101,1.1113,1.1053,-0.0032
8-Jul-16,1.1055,1.1062,1.1115,1.1001,-0.0007
11-Jul-16,1.1058,1.1052,1.1076,1.1016,0.0003
12-Jul-16,1.1059,1.1058,1.1127,1.1051,0.0001
13-Jul-16,1.109,1.1061,1.1121,1.1043,0.0028
14-Jul-16,1.112,1.1089,1.1166,1.1085,0.0027
15-Jul-16,1.1036,1.1118,1.115,1.1023,-0.0076
18-Jul-16,1.1074,1.1043,1.1086,1.1038,0.0034
19-Jul-16,1.1022,1.1073,1.1086,1.0999,-0.0047
20-Jul-16,1.1015,1.102,1.1032,1.0981,-0.0006
21-Jul-16,1.1025,1.1013,1.106,1.0981,0.0009
22-Jul-16,1.0976,1.103,1.1042,1.0954,-0.0044
25-Jul-16,1.0994,1.0972,1.1002,1.0954,0.0016
26-Jul-16,1.0987,1.0997,1.1031,1.0978,-0.0006
27-Jul-16,1.1058,1.0985,1.1067,1.0962,0.0065
28-Jul-16,1.1076,1.1058,1.1119,1.1049,0.0016
29-Jul-16,1.1174,1.1079,1.12,1.1071,0.0088
1-Aug-16,1.1162,1.1177,1.1186,1.1157,-0.0011
2-Aug-16,1.1227,1.1162,1.1236,1.1156,0.0058
3-Aug-16,1.1149,1.1224,1.1233,1.1139,-0.0069
4-Aug-16,1.113,1.1149,1.1158,1.1114,-0.0017
5-Aug-16,1.1085,1.1127,1.1162,1.1043,-0.004
8-Aug-16,1.1093,1.1087,1.1107,1.1073,0.0007
9-Aug-16,1.1119,1.109,1.1124,1.107,0.0023
10-Aug-16,1.1177,1.1118,1.1193,1.1102,0.0052
11-Aug-16,1.1137,1.1175,1.1194,1.1133,-0.0036
12-Aug-16,1.1161,1.1139,1.1224,1.113,0.0022
15-Aug-16,1.1184,1.1162,1.1203,1.1153,0.0021
16-Aug-16,1.1278,1.1182,1.1324,1.1175,0.0084
17-Aug-16,1.1288,1.1279,1.1318,1.1241,0.0009
18-Aug-16,1.1354,1.1293,1.1367,1.1283,0.0058
19-Aug-16,1.1326,1.1351,1.1363,1.1303,-0.0025
22-Aug-16,1.1319,1.1305,1.1334,1.1273,-0.0006
23-Aug-16,1.1306,1.1321,1.1357,1.1302,-0.0011
24-Aug-16,1.1263,1.1305,1.1316,1.1244,-0.0038
25-Aug-16,1.1283,1.1266,1.1301,1.1258,0.0018
26-Aug-16,1.1198,1.1284,1.1343,1.118,-0.0075
29-Aug-16,1.1189,1.1192,1.1208,1.1157,-0.0008
30-Aug-16,1.1143,1.1189,1.1198,1.113,-0.0041
31-Aug-16,1.1158,1.1143,1.1167,1.1123,0.0013
1-Sep-16,1.1198,1.1157,1.1207,1.1128,0.0036
2-Sep-16,1.1156,1.1197,1.1254,1.1151,-0.0038
5-Sep-16,1.1147,1.1153,1.1185,1.114,-0.0008
6-Sep-16,1.1256,1.1147,1.1266,1.114,0.0098
7-Sep-16,1.1239,1.1255,1.1271,1.1228,-0.0015
8-Sep-16,1.1261,1.124,1.1329,1.1234,0.002
9-Sep-16,1.1233,1.1262,1.1288,1.12,-0.0025
12-Sep-16,1.1234,1.1232,1.1269,1.1211,0.0001
13-Sep-16,1.122,1.1236,1.1262,1.1203,-0.0012
14-Sep-16,1.125,1.1216,1.1274,1.1208,0.0027
15-Sep-16,1.1244,1.1249,1.1286,1.122,-0.0005
16-Sep-16,1.1155,1.1244,1.1256,1.1147,-0.0079
19-Sep-16,1.1174,1.1161,1.1198,1.1147,0.0017
20-Sep-16,1.1155,1.1179,1.1216,1.1146,-0.0017
21-Sep-16,1.1189,1.1152,1.12,1.1123,0.003
22-Sep-16,1.1207,1.1193,1.1258,1.1181,0.0016
23-Sep-16,1.1226,1.1209,1.1244,1.1195,0.0017
26-Sep-16,1.1254,1.1221,1.1279,1.122,0.0025
27-Sep-16,1.1215,1.1253,1.1262,1.119,-0.0035
28-Sep-16,1.1216,1.1214,1.1238,1.1181,0.0001
29-Sep-16,1.1223,1.1217,1.1251,1.1197,0.0006
30-Sep-16,1.1241,1.1225,1.1253,1.1153,0.0016
3-Oct-16,1.1211,1.1235,1.1245,1.1205,-0.0027
4-Oct-16,1.1204,1.1211,1.124,1.1138,-0.0006
5-Oct-16,1.1205,1.1205,1.1238,1.1191,0.0001
6-Oct-16,1.1151,1.1205,1.1214,1.1139,-0.0048
7-Oct-16,1.1201,1.1151,1.1207,1.1103,0.0045
10-Oct-16,1.1138,1.1196,1.1202,1.1128,-0.0056
11-Oct-16,1.1054,1.1136,1.1144,1.1047,-0.0075
12-Oct-16,1.1008,1.1053,1.1072,1.1003,-0.0042
13-Oct-16,1.1057,1.1004,1.1058,1.0982,0.0045
14-Oct-16,1.0971,1.1056,1.1062,1.0968,-0.0078
17-Oct-16,1.0999,1.0975,1.1011,1.0964,0.0026
18-Oct-16,1.098,1.1,1.1029,1.097,-0.0017
19-Oct-16,1.0974,1.098,1.1005,1.0955,-0.0005
20-Oct-16,1.093,1.0974,1.1041,1.0916,-0.004
21-Oct-16,1.0884,1.0929,1.0933,1.0859,-0.0042
24-Oct-16,1.0883,1.0879,1.0903,1.0861,-0.0001
25-Oct-16,1.0888,1.0882,1.0906,1.085,0.0005
26-Oct-16,1.0909,1.0889,1.0947,1.0872,0.0019
27-Oct-16,1.0897,1.0909,1.0945,1.0884,-0.0011
28-Oct-16,1.0987,1.0899,1.0995,1.0893,0.0083
31-Oct-16,1.0981,1.0986,1.0994,1.0936,-0.0005
1-Nov-16,1.1056,1.0981,1.1072,1.0958,0.0068
2-Nov-16,1.1097,1.1056,1.1125,1.1051,0.0037
3-Nov-16,1.1105,1.1099,1.1128,1.1059,0.0007
4-Nov-16,1.1138,1.1105,1.1146,1.108,0.003
7-Nov-16,1.104,1.1137,1.1139,1.1029,-0.0088
8-Nov-16,1.1026,1.1042,1.107,1.1008,-0.0013
9-Nov-16,1.091,1.1023,1.13,1.0902,-0.0105
10-Nov-16,1.0893,1.0911,1.0958,1.0866,-0.0016
11-Nov-16,1.0856,1.0897,1.0929,1.0833,-0.0034
14-Nov-16,1.0737,1.085,1.0852,1.0709,-0.011
15-Nov-16,1.0721,1.0736,1.0817,1.0712,-0.0015
16-Nov-16,1.069,1.0724,1.0763,1.0668,-0.0029
17-Nov-16,1.0626,1.069,1.0746,1.0617,-0.006
18-Nov-16,1.0588,1.0625,1.0645,1.057,-0.0036
21-Nov-16,1.063,1.0583,1.0652,1.0578,0.004
22-Nov-16,1.0626,1.0627,1.066,1.0583,-0.0004
23-Nov-16,1.0559,1.063,1.0647,1.0527,-0.0063
24-Nov-16,1.0554,1.0554,1.0587,1.0517,-0.0005
25-Nov-16,1.0587,1.0551,1.0631,1.0538,0.0031
28-Nov-16,1.0615,1.0595,1.0686,1.0562,0.0026
29-Nov-16,1.065,1.0615,1.0657,1.0565,0.0033
30-Nov-16,1.0588,1.0649,1.0669,1.0554,-0.0058
1-Dec-16,1.0662,1.059,1.067,1.0584,0.007
2-Dec-16,1.0673,1.0662,1.0692,1.0626,0.001
5-Dec-16,1.0764,1.0674,1.0798,1.0505,0.0085
6-Dec-16,1.0719,1.0764,1.0787,1.0698,-0.0042
7-Dec-16,1.0753,1.0721,1.077,1.0709,0.0032
8-Dec-16,1.0615,1.0754,1.0873,1.0595,-0.0128
9-Dec-16,1.0562,1.0618,1.0632,1.0531,-0.005
12-Dec-16,1.0635,1.0551,1.0652,1.0523,0.0069
13-Dec-16,1.0627,1.0635,1.0668,1.0603,-0.0008
14-Dec-16,1.0536,1.0627,1.0671,1.0495,-0.0086
15-Dec-16,1.0414,1.0536,1.0544,1.0366,-0.0116
16-Dec-16,1.0451,1.0419,1.0477,1.0402,0.0036
19-Dec-16,1.0402,1.0442,1.0479,1.0391,-0.0047
20-Dec-16,1.0387,1.0405,1.0419,1.0352,-0.0014
21-Dec-16,1.0425,1.039,1.0453,1.0381,0.0037
22-Dec-16,1.0437,1.0423,1.0501,1.0421,0.0012
23-Dec-16,1.0456,1.0437,1.047,1.0427,0.0018
26-Dec-16,1.0456,1.0454,1.0473,1.0439,0
27-Dec-16,1.0457,1.0453,1.0465,1.0431,0.0001
28-Dec-16,1.0412,1.0458,1.0483,1.0373,-0.0043
29-Dec-16,1.0492,1.0417,1.0494,1.0406,0.0077
30-Dec-16,1.0516,1.0492,1.0654,1.0482,0.0023
2-Jan-17,1.0459,1.0532,1.0534,1.0449,-0.0054
3-Jan-17,1.0406,1.0455,1.0492,1.0341,-0.0051
4-Jan-17,1.0488,1.0405,1.0501,1.0389,0.0079
5-Jan-17,1.0607,1.0493,1.0619,1.0482,0.0113
6-Jan-17,1.0533,1.0606,1.0624,1.0523,-0.007
9-Jan-17,1.0574,1.0539,1.0584,1.051,0.0039
10-Jan-17,1.0554,1.0573,1.0628,1.0551,-0.0019
11-Jan-17,1.0582,1.0556,1.0624,1.0454,0.0027
12-Jan-17,1.0613,1.0582,1.0687,1.0573,0.0029
13-Jan-17,1.0644,1.0612,1.0674,1.0598,0.0029
16-Jan-17,1.0603,1.0618,1.0638,1.058,-0.0039
17-Jan-17,1.0714,1.0599,1.0719,1.0595,0.0105
18-Jan-17,1.0631,1.0713,1.0716,1.0624,-0.0077
19-Jan-17,1.0664,1.0629,1.0677,1.0588,0.0031
20-Jan-17,1.0703,1.0667,1.0713,1.0627,0.0037
23-Jan-17,1.0765,1.0687,1.0773,1.0686,0.0058
24-Jan-17,1.0731,1.0763,1.0775,1.0718,-0.0032
25-Jan-17,1.0748,1.0734,1.0773,1.0713,0.0016
26-Jan-17,1.0682,1.0746,1.0767,1.0657,-0.0061
27-Jan-17,1.0699,1.0685,1.0729,1.0661,0.0016
30-Jan-17,1.0695,1.0692,1.0742,1.0619,-0.0004
31-Jan-17,1.0798,1.0695,1.0814,1.0684,0.0096
1-Feb-17,1.0769,1.0798,1.081,1.0731,-0.0027
2-Feb-17,1.0758,1.0767,1.0829,1.0753,-0.001
3-Feb-17,1.0784,1.0759,1.08,1.0714,0.0024
6-Feb-17,1.075,1.0781,1.0801,1.0703,-0.0032
7-Feb-17,1.0681,1.075,1.0751,1.0654,-0.0064
8-Feb-17,1.0698,1.0682,1.0715,1.0639,0.0016
9-Feb-17,1.0656,1.0699,1.0711,1.065,-0.0039
10-Feb-17,1.0641,1.0658,1.067,1.0609,-0.0014
13-Feb-17,1.0598,1.0634,1.0658,1.0592,-0.004
14-Feb-17,1.0577,1.0596,1.0634,1.0559,-0.002
15-Feb-17,1.0601,1.0577,1.0611,1.0523,0.0023
16-Feb-17,1.0674,1.06,1.0682,1.0588,0.0069
17-Feb-17,1.0614,1.0675,1.0679,1.0605,-0.0056
20-Feb-17,1.0614,1.0618,1.0637,1.0606,0
21-Feb-17,1.0537,1.0611,1.0618,1.0526,-0.0073
22-Feb-17,1.0556,1.0534,1.0574,1.0493,0.0018
23-Feb-17,1.0581,1.0557,1.0597,1.0538,0.0024
24-Feb-17,1.0563,1.0583,1.062,1.0557,-0.0017
27-Feb-17,1.0588,1.0562,1.0633,1.0552,0.0024
28-Feb-17,1.0577,1.0587,1.0632,1.057,-0.001
1-Mar-17,1.0548,1.0575,1.059,1.0514,-0.0027
2-Mar-17,1.0507,1.0547,1.0552,1.0493,-0.0039
3-Mar-17,1.0623,1.0508,1.0626,1.0502,0.011
6-Mar-17,1.0581,1.0617,1.0643,1.0575,-0.004
7-Mar-17,1.0566,1.0583,1.0603,1.0557,-0.0014
8-Mar-17,1.0541,1.0566,1.0576,1.0535,-0.0024
9-Mar-17,1.0577,1.0541,1.0617,1.0525,0.0034
10-Mar-17,1.0672,1.0577,1.0702,1.0572,0.009
13-Mar-17,1.0654,1.0672,1.0715,1.065,-0.0017
14-Mar-17,1.0604,1.0655,1.0664,1.0599,-0.0047
15-Mar-17,1.0735,1.0604,1.0742,1.0603,0.0124
16-Mar-17,1.0766,1.0734,1.0772,1.0706,0.0029
17-Mar-17,1.0738,1.0765,1.0784,1.0728,-0.0026
20-Mar-17,1.0739,1.074,1.0779,1.0725,0.0001
21-Mar-17,1.0811,1.074,1.0822,1.072,0.0067
22-Mar-17,1.0797,1.081,1.0827,1.0776,-0.0013
23-Mar-17,1.0783,1.0797,1.0807,1.0769,-0.0013
24-Mar-17,1.0799,1.0784,1.082,1.0761,0.0015
27-Mar-17,1.0865,1.0797,1.0905,1.0795,0.0061
28-Mar-17,1.0813,1.0864,1.0873,1.0797,-0.0048
29-Mar-17,1.0767,1.0811,1.0827,1.0739,-0.0043
30-Mar-17,1.0675,1.0765,1.0772,1.0671,-0.0085
31-Mar-17,1.0652,1.0675,1.0705,1.0652,-0.0022
3-Apr-17,1.0671,1.066,1.0683,1.0643,0.0018
4-Apr-17,1.0674,1.0669,1.0678,1.0635,0.0003
5-Apr-17,1.0663,1.0672,1.069,1.0633,-0.001
6-Apr-17,1.0644,1.0663,1.0687,1.063,-0.0018
7-Apr-17,1.059,1.0644,1.0668,1.058,-0.0051
10-Apr-17,1.0596,1.0593,1.0609,1.0571,0.0006
11-Apr-17,1.0602,1.0595,1.0631,1.0577,0.0006
12-Apr-17,1.0666,1.0606,1.0677,1.0589,0.006
13-Apr-17,1.0614,1.0664,1.0679,1.0609,-0.0049
14-Apr-17,1.0612,1.0615,1.0633,1.0607,-0.0002
17-Apr-17,1.0643,1.0615,1.0674,1.0603,0.0029
18-Apr-17,1.0734,1.0643,1.0737,1.0636,0.0086
19-Apr-17,1.0711,1.073,1.0738,1.07,-0.0021
20-Apr-17,1.0717,1.0711,1.078,1.0709,0.0006
21-Apr-17,1.0728,1.0719,1.0739,1.0682,0.001
24-Apr-17,1.0868,1.089,1.0936,1.0819,0.013
25-Apr-17,1.0926,1.0868,1.0951,1.0851,0.0053
26-Apr-17,1.0903,1.0924,1.0951,1.0856,-0.0021
27-Apr-17,1.0873,1.0903,1.0933,1.0851,-0.0028
28-Apr-17,1.0897,1.0877,1.0949,1.0857,0.0022
1-May-17,1.0899,1.0906,1.0924,1.0883,0.0002
2-May-17,1.093,1.0901,1.0936,1.0889,0.0028
3-May-17,1.0885,1.093,1.0939,1.0883,-0.0041
4-May-17,1.0984,1.0884,1.0987,1.0874,0.0091
5-May-17,1.0998,1.0991,1.1002,1.0951,0.0013
8-May-17,1.0924,1.0998,1.1024,1.0917,-0.0067
9-May-17,1.0874,1.0923,1.0935,1.0862,-0.0046
10-May-17,1.0868,1.0874,1.09,1.0853,-0.0006
